Symbol,Token,Strike,Close Price
BANKNIFTY07AUG24P45700,40649,45700,1.65
BANKNIFTY07AUG24P45800,40651,45800,1.95
BANKNIFTY07AUG24P45900,40655,45900,2.3
BANKNIFTY07AUG24P46000,40657,46000,2.7
BANKNIFTY07AUG24P46100,40659,46100,3.2
BANKNIFTY07AUG24P46200,40661,46200,3.75
BANKNIFTY07AUG24P46300,40663,46300,4.4
BANKNIFTY07AUG24P46400,40665,46400,5.15
BANKNIFTY07AUG24P46500,40668,46500,5.95
BANKNIFTY07AUG24P46600,40671,46600,7.0
BANKNIFTY07AUG24P46700,40680,46700,8.1
BANKNIFTY07AUG24P46800,40682,46800,9.4
BANKNIFTY07AUG24P46900,40686,46900,10.85
BANKNIFTY07AUG24P47000,40695,47000,13.65
BANKNIFTY07AUG24P47100,40701,47100,14.35
BANKNIFTY07AUG24P47200,40705,47200,16.5
BANKNIFTY07AUG24P47300,40708,47300,18.85
BANKNIFTY07AUG24P47400,40712,47400,21.5
BANKNIFTY07AUG24P47500,40714,47500,15.3
BANKNIFTY07AUG24P47600,40721,47600,27.8
BANKNIFTY07AUG24P47700,40728,47700,31.55
BANKNIFTY07AUG24P47800,40736,47800,35.7
BANKNIFTY07AUG24P47900,40742,47900,40.25
BANKNIFTY07AUG24P48000,40746,48000,24.15
BANKNIFTY07AUG24P48100,40757,48100,50.95
BANKNIFTY07AUG24P48200,40761,48200,57.15
BANKNIFTY07AUG24P48300,40764,48300,63.95
BANKNIFTY07AUG24P48400,40766,48400,71.4
BANKNIFTY07AUG24P48500,40769,48500,38.1
BANKNIFTY07AUG24P48600,40792,48600,88.5
BANKNIFTY07AUG24P48700,40800,48700,98.2
BANKNIFTY07AUG24P48800,40812,48800,108.4
BANKNIFTY07AUG24P48900,40816,48900,119.85
BANKNIFTY07AUG24P49000,40818,49000,62.9
BANKNIFTY07AUG24P49100,40827,49100,145.7
BANKNIFTY07AUG24P49200,40844,49200,67.85
BANKNIFTY07AUG24P49300,40846,49300,87.0
BANKNIFTY07AUG24P49400,40849,49400,192.5
BANKNIFTY07AUG24P49500,40893,49500,98.8
BANKNIFTY07AUG24P49600,40896,49600,229.7
BANKNIFTY07AUG24P49700,40904,49700,112.5
BANKNIFTY07AUG24P49800,40911,49800,135.8
BANKNIFTY07AUG24P49900,40914,49900,142.6
BANKNIFTY07AUG24P50000,40932,50000,163.0
BANKNIFTY07AUG24P50100,42160,50100,176.35
BANKNIFTY07AUG24P50200,42163,50200,190.8
BANKNIFTY07AUG24P50300,42165,50300,403.6
BANKNIFTY07AUG24P50400,42167,50400,232.75
BANKNIFTY07AUG24P50500,42182,50500,252.4
BANKNIFTY07AUG24P50600,42188,50600,288.9
BANKNIFTY07AUG24P50700,42191,50700,296.65
BANKNIFTY07AUG24C50800,42193,50800,1028.5
BANKNIFTY07AUG24C50900,42195,50900,976.6
BANKNIFTY07AUG24C51000,50189,51000,893.45
BANKNIFTY07AUG24C51100,50191,51100,833.55
BANKNIFTY07AUG24C51200,50193,51200,767.05
BANKNIFTY07AUG24C51300,50195,51300,705.15
BANKNIFTY07AUG24C51400,50197,51400,663.75
BANKNIFTY07AUG24C51500,50203,51500,594.8
BANKNIFTY07AUG24C51600,50205,51600,548.9
BANKNIFTY07AUG24C51700,50207,51700,498.35
BANKNIFTY07AUG24C51800,50209,51800,450.4
BANKNIFTY07AUG24C51900,50211,51900,416.15
BANKNIFTY07AUG24C52000,50213,52000,364.55
BANKNIFTY07AUG24C52100,50215,52100,342.1
BANKNIFTY07AUG24C52200,50217,52200,301.4
BANKNIFTY07AUG24C52300,50228,52300,265.4
BANKNIFTY07AUG24C52400,50233,52400,241.45
BANKNIFTY07AUG24C52500,50239,52500,214.15
BANKNIFTY07AUG24C52600,50242,52600,192.2
BANKNIFTY07AUG24C52700,50245,52700,169.6
BANKNIFTY07AUG24C52800,50249,52800,151.45
BANKNIFTY07AUG24C52900,50255,52900,136.8
BANKNIFTY07AUG24C53000,50263,53000,121.35
BANKNIFTY07AUG24C53100,50277,53100,110.45
BANKNIFTY07AUG24C53200,50281,53200,104.7
BANKNIFTY07AUG24C53300,50283,53300,74.3
BANKNIFTY07AUG24C53400,50294,53400,79.9
BANKNIFTY07AUG24C53500,50308,53500,70.1
BANKNIFTY07AUG24C53600,50311,53600,60.3
BANKNIFTY07AUG24C53700,50322,53700,58.55
BANKNIFTY07AUG24C53800,50324,53800,169.85
BANKNIFTY07AUG24C53900,50332,53900,49.8
BANKNIFTY07AUG24C54000,50334,54000,41.65
BANKNIFTY07AUG24C54100,50337,54100,131.4
BANKNIFTY07AUG24C54200,50339,54200,120.35
BANKNIFTY07AUG24C54300,50350,54300,110.05
BANKNIFTY07AUG24C54400,50354,54400,19.6
BANKNIFTY07AUG24C54500,50365,54500,29.15
BANKNIFTY07AUG24C54600,50389,54600,83.55
BANKNIFTY07AUG24C54700,50393,54700,76.05
BANKNIFTY07AUG24C54800,50397,54800,69.1
BANKNIFTY07AUG24C54900,50402,54900,62.7
BANKNIFTY07AUG24C55000,50423,55000,20.25
BANKNIFTY07AUG24C55100,50425,55100,25.0
BANKNIFTY07AUG24C55200,50428,55200,46.55
BANKNIFTY07AUG24C55300,50476,55300,42.05
BANKNIFTY07AUG24C55400,50478,55400,37.9
BANKNIFTY07AUG24C55500,50481,55500,15.3
BANKNIFTY07AUG24C55600,50485,55600,15.05
BANKNIFTY07AUG24C55700,50488,55700,27.6
BANKNIFTY07AUG24C55800,50490,55800,15.95
BANKNIFTY07AUG24C55900,50493,55900,22.2
BANKNIFTY07AUG24C56000,50509,56000,9.9
BANKNIFTY07AUG24C56100,50525,56100,17.8
BANKNIFTY07AUG24C56200,50527,56200,16.0
BANKNIFTY07AUG24C56300,50529,56300,14.25
BANKNIFTY07AUG24C56400,50540,56400,12.7
BANKNIFTY07AUG24C56500,50551,56500,10.35
BANKNIFTY07AUG24C56600,50553,56600,10.05
BANKNIFTY07AUG24C56700,50555,56700,8.9
BANKNIFTY07AUG24C56800,50561,56800,7.9
FINNIFTY30JUL24P19900,43063,19900,0.05
FINNIFTY30JUL24P19950,42480,19950,0.05
FINNIFTY30JUL24P20000,43065,20000,0.05
FINNIFTY30JUL24P20050,42482,20050,0.05
FINNIFTY30JUL24P20100,43067,20100,0.05
FINNIFTY30JUL24P20150,42484,20150,0.05
FINNIFTY30JUL24P20200,43070,20200,0.05
FINNIFTY30JUL24P20250,42486,20250,0.05
FINNIFTY30JUL24P20300,43072,20300,0.05
FINNIFTY30JUL24P20350,42488,20350,0.05
FINNIFTY30JUL24P20400,43083,20400,0.05
FINNIFTY30JUL24P20450,42490,20450,0.05
FINNIFTY30JUL24P20500,43085,20500,0.05
FINNIFTY30JUL24P20550,42492,20550,0.05
FINNIFTY30JUL24P20600,43090,20600,0.05
FINNIFTY30JUL24P20650,42494,20650,0.05
FINNIFTY30JUL24P20700,43092,20700,0.05
FINNIFTY30JUL24P20750,42496,20750,0.05
FINNIFTY30JUL24P20800,43097,20800,0.05
FINNIFTY30JUL24P20850,42498,20850,0.05
FINNIFTY30JUL24P20900,43099,20900,1.3
FINNIFTY30JUL24P20950,42503,20950,0.05
FINNIFTY30JUL24P21000,43106,21000,1.45
FINNIFTY30JUL24P21050,42506,21050,0.05
FINNIFTY30JUL24P21100,43108,21100,1.7
FINNIFTY30JUL24P21150,42508,21150,0.05
FINNIFTY30JUL24P21200,43110,21200,1.85
FINNIFTY30JUL24P21250,42510,21250,0.1
FINNIFTY30JUL24P21300,43117,21300,2.05
FINNIFTY30JUL24P21350,42512,21350,0.2
FINNIFTY30JUL24P21400,43125,21400,2.15
FINNIFTY30JUL24P21450,42522,21450,0.35
FINNIFTY30JUL24P21500,43127,21500,2.6
FINNIFTY30JUL24P21550,42526,21550,0.65
FINNIFTY30JUL24P21600,43131,21600,2.7
FINNIFTY30JUL24P21650,42542,21650,1.05
FINNIFTY30JUL24P21700,43133,21700,2.55
FINNIFTY30JUL24P21750,42547,21750,1.8
FINNIFTY30JUL24P21800,43135,21800,3.25
FINNIFTY30JUL24P21850,42551,21850,2.95
FINNIFTY30JUL24P21900,43137,21900,4.15
FINNIFTY30JUL24P21950,42554,21950,4.7
FINNIFTY30JUL24P22000,43139,22000,5.3
FINNIFTY30JUL24P22050,42988,22050,5.95
FINNIFTY30JUL24P22100,43141,22100,6.8
FINNIFTY30JUL24P22150,42991,22150,7.75
FINNIFTY30JUL24P22200,43143,22200,8.8
FINNIFTY30JUL24P22250,43286,22250,10.15
FINNIFTY30JUL24P22300,43145,22300,11.85
FINNIFTY30JUL24P22350,43607,22350,13.5
FINNIFTY30JUL24P22400,43147,22400,15.4
FINNIFTY30JUL24P22450,44235,22450,18.0
FINNIFTY30JUL24P22500,43149,22500,21.35
FINNIFTY30JUL24P22550,45675,22550,25.0
FINNIFTY30JUL24P22600,43151,22600,29.25
FINNIFTY30JUL24P22650,45677,22650,34.6
FINNIFTY30JUL24P22700,43155,22700,39.95
FINNIFTY30JUL24P22750,45683,22750,46.1
FINNIFTY30JUL24P22800,43169,22800,53.25
FINNIFTY30JUL24P22850,46238,22850,63.15
FINNIFTY30JUL24C22900,43170,22900,363.3
FINNIFTY30JUL24C22950,46239,22950,325.3
FINNIFTY30JUL24C23000,43172,23000,287.65
FINNIFTY30JUL24C23050,46263,23050,252.4
FINNIFTY30JUL24C23100,43180,23100,222.0
FINNIFTY30JUL24C23150,46269,23150,193.6
FINNIFTY30JUL24C23200,43182,23200,169.9
FINNIFTY30JUL24C23250,46271,23250,147.0
FINNIFTY30JUL24C23300,43185,23300,126.6
FINNIFTY30JUL24C23350,46273,23350,108.1
FINNIFTY30JUL24C23400,43187,23400,92.8
FINNIFTY30JUL24C23450,46275,23450,78.8
FINNIFTY30JUL24C23500,43192,23500,67.05
FINNIFTY30JUL24C23550,46312,23550,56.5
FINNIFTY30JUL24C23600,43194,23600,47.75
FINNIFTY30JUL24C23650,46328,23650,40.15
FINNIFTY30JUL24C23700,43198,23700,34.1
FINNIFTY30JUL24C23750,46334,23750,28.4
FINNIFTY30JUL24C23800,43203,23800,23.4
FINNIFTY30JUL24C23850,46341,23850,20.0
FINNIFTY30JUL24C23900,43206,23900,16.9
FINNIFTY30JUL24C23950,46343,23950,14.2
FINNIFTY30JUL24C24000,43208,24000,12.35
FINNIFTY30JUL24C24050,46352,24050,10.45
FINNIFTY30JUL24C24100,43210,24100,9.3
FINNIFTY30JUL24C24150,46354,24150,8.25
FINNIFTY30JUL24C24200,43214,24200,7.25
FINNIFTY30JUL24C24250,46356,24250,6.25
FINNIFTY30JUL24C24300,43216,24300,5.65
FINNIFTY30JUL24C24350,46358,24350,5.1
FINNIFTY30JUL24C24400,43218,24400,4.55
FINNIFTY30JUL24C24450,46360,24450,4.2
FINNIFTY30JUL24C24500,43220,24500,3.85
FINNIFTY30JUL24C24550,46362,24550,3.5
FINNIFTY30JUL24C24600,43224,24600,3.25
FINNIFTY30JUL24C24650,46364,24650,3.05
FINNIFTY30JUL24C24700,43226,24700,2.8
FINNIFTY30JUL24C24750,46366,24750,2.7
FINNIFTY30JUL24C24800,43234,24800,2.5
FINNIFTY30JUL24C24850,46368,24850,2.5
FINNIFTY30JUL24C24900,43236,24900,2.35
FINNIFTY30JUL24C24950,46371,24950,2.3
FINNIFTY30JUL24C25000,43238,25000,2.3
FINNIFTY30JUL24C25050,46374,25050,2.2
FINNIFTY30JUL24C25100,43240,25100,2.1
FINNIFTY30JUL24C25150,46384,25150,2.1
FINNIFTY30JUL24C25200,43242,25200,1.95
FINNIFTY30JUL24C25250,46387,25250,0.15
FINNIFTY30JUL24C25300,43244,25300,1.8
FINNIFTY30JUL24C25350,46389,25350,0.1
FINNIFTY30JUL24C25400,43246,25400,1.75
FINNIFTY30JUL24C25450,46391,25450,0.05
FINNIFTY30JUL24C25500,43248,25500,1.7
FINNIFTY30JUL24C25550,46406,25550,0.05
FINNIFTY30JUL24C25600,43254,25600,1.5
FINNIFTY30JUL24C25650,46408,25650,0.05
FINNIFTY30JUL24C25700,43256,25700,1.4
FINNIFTY30JUL24C25750,46410,25750,0.05
FINNIFTY30JUL24C25800,43258,25800,1.55
FINNIFTY30JUL24C25850,46416,25850,0.05
FINNIFTY30JUL24C25900,35146,25900,1.65
FINNIFTY06AUG24P19900,42629,19900,0.05
FINNIFTY06AUG24P19950,42639,19950,0.05
FINNIFTY06AUG24P20000,42641,20000,0.05
FINNIFTY06AUG24P20050,42644,20050,0.05
FINNIFTY06AUG24P20100,42646,20100,0.05
FINNIFTY06AUG24P20150,42648,20150,0.05
FINNIFTY06AUG24P20200,42659,20200,0.05
FINNIFTY06AUG24P20250,42661,20250,0.1
FINNIFTY06AUG24P20300,42663,20300,0.1
FINNIFTY06AUG24P20350,42671,20350,0.1
FINNIFTY06AUG24P20400,42673,20400,0.15
FINNIFTY06AUG24P20450,42675,20450,0.2
FINNIFTY06AUG24P20500,42677,20500,0.2
FINNIFTY06AUG24P20550,42683,20550,0.25
FINNIFTY06AUG24P20600,42686,20600,0.35
FINNIFTY06AUG24P20650,42688,20650,0.4
FINNIFTY06AUG24P20700,42695,20700,0.5
FINNIFTY06AUG24P20750,42697,20750,0.6
FINNIFTY06AUG24P20800,42699,20800,0.75
FINNIFTY06AUG24P20850,42704,20850,0.9
FINNIFTY06AUG24P20900,42706,20900,1.1
FINNIFTY06AUG24P20950,42713,20950,1.35
FINNIFTY06AUG24P21000,42717,21000,1.6
FINNIFTY06AUG24P21050,42723,21050,1.95
FINNIFTY06AUG24P21100,42725,21100,2.3
FINNIFTY06AUG24P21150,42735,21150,2.8
FINNIFTY06AUG24P21200,42739,21200,3.3
FINNIFTY06AUG24P21250,42741,21250,3.95
FINNIFTY06AUG24P21300,42743,21300,4.6
FINNIFTY06AUG24P21350,42746,21350,5.5
FINNIFTY06AUG24P21400,42748,21400,6.4
FINNIFTY06AUG24P21450,42756,21450,7.6
FINNIFTY06AUG24P21500,42762,21500,8.8
FINNIFTY06AUG24P21550,42764,21550,10.4
FINNIFTY06AUG24P21600,42766,21600,11.9
FINNIFTY06AUG24P21650,42768,21650,13.95
FINNIFTY06AUG24P21700,42770,21700,15.95
FINNIFTY06AUG24P21750,42772,21750,18.55
FINNIFTY06AUG24P21800,42782,21800,21.1
FINNIFTY06AUG24P21850,42784,21850,24.4
FINNIFTY06AUG24P21900,42786,21900,27.6
FINNIFTY06AUG24P21950,42788,21950,31.7
FINNIFTY06AUG24P22000,42819,22000,35.65
FINNIFTY06AUG24P22050,42821,22050,40.35
FINNIFTY06AUG24P22100,43426,22100,38.0
FINNIFTY06AUG24P22150,43448,22150,51.3
FINNIFTY06AUG24P22200,43452,22200,57.6
FINNIFTY06AUG24P22250,43454,22250,64.55
FINNIFTY06AUG24P22300,43456,22300,72.1
FINNIFTY06AUG24P22350,43458,22350,80.3
FINNIFTY06AUG24P22400,45935,22400,89.25
FINNIFTY06AUG24P22450,45955,22450,98.95
FINNIFTY06AUG24P22500,47954,22500,109.4
FINNIFTY06AUG24P22550,48008,22550,120.7
FINNIFTY06AUG24P22600,48012,22600,132.85
FINNIFTY06AUG24P22650,48026,22650,145.75
FINNIFTY06AUG24P22700,48028,22700,159.75
FINNIFTY06AUG24P22750,48034,22750,174.65
FINNIFTY06AUG24P22800,48044,22800,190.55
FINNIFTY06AUG24P22850,48065,22850,207.4
FINNIFTY06AUG24C22900,48066,22900,548.25
FINNIFTY06AUG24C22950,48072,22950,517.3
FINNIFTY06AUG24C23000,48113,23000,487.4
FINNIFTY06AUG24C23050,48121,23050,358.35
FINNIFTY06AUG24C23100,48125,23100,351.35
FINNIFTY06AUG24C23150,48135,23150,309.4
FINNIFTY06AUG24C23200,48151,23200,293.0
FINNIFTY06AUG24C23250,48201,23250,353.95
FINNIFTY06AUG24C23300,48227,23300,330.55
FINNIFTY06AUG24C23350,48244,23350,308.15
FINNIFTY06AUG24C23400,48250,23400,190.5
FINNIFTY06AUG24C23450,48261,23450,266.6
FINNIFTY06AUG24C23500,48263,23500,156.75
FINNIFTY06AUG24C23550,48270,23550,229.15
FINNIFTY06AUG24C23600,48276,23600,211.95
FINNIFTY06AUG24C23650,48298,23650,125.6
FINNIFTY06AUG24C23700,48310,23700,180.35
FINNIFTY06AUG24C23750,48322,23750,166.0
FINNIFTY06AUG24C23800,48328,23800,152.5
FINNIFTY06AUG24C23850,48331,23850,140.95
FINNIFTY06AUG24C23900,48379,23900,128.2
FINNIFTY06AUG24C23950,48430,23950,117.2
FINNIFTY06AUG24C24000,48434,24000,79.95
FINNIFTY06AUG24C24050,48436,24050,97.45
FINNIFTY06AUG24C24100,48445,24100,88.65
FINNIFTY06AUG24C24150,48447,24150,80.45
FINNIFTY06AUG24C24200,48458,24200,72.95
FINNIFTY06AUG24C24250,48460,24250,65.95
FINNIFTY06AUG24C24300,48462,24300,59.6
FINNIFTY06AUG24C24350,48465,24350,53.7
FINNIFTY06AUG24C24400,48486,24400,48.35
FINNIFTY06AUG24C24450,48488,24450,43.4
FINNIFTY06AUG24C24500,48490,24500,38.95
FINNIFTY06AUG24C24550,48492,24550,34.85
FINNIFTY06AUG24C24600,48494,24600,31.15
FINNIFTY06AUG24C24650,48496,24650,27.75
FINNIFTY06AUG24C24700,48500,24700,24.7
FINNIFTY06AUG24C24750,48503,24750,21.95
FINNIFTY06AUG24C24800,48505,24800,19.5
FINNIFTY06AUG24C24850,48509,24850,17.25
FINNIFTY06AUG24C24900,48512,24900,15.25
FINNIFTY06AUG24C24950,48514,24950,13.45
FINNIFTY06AUG24C25000,48517,25000,11.85
FINNIFTY06AUG24C25050,48520,25050,14.45
FINNIFTY06AUG24C25100,48532,25100,9.15
FINNIFTY06AUG24C25150,48545,25150,8.0
FINNIFTY06AUG24C25200,48548,25200,7.0
FINNIFTY06AUG24C25250,48558,25250,6.2
FINNIFTY06AUG24C25300,48560,25300,5.3
FINNIFTY06AUG24C25350,48567,25350,4.7
FINNIFTY06AUG24C25400,48569,25400,4.0
FINNIFTY06AUG24C25450,48571,25450,3.55
FINNIFTY06AUG24C25500,48574,25500,3.0
FINNIFTY06AUG24C25550,48613,25550,2.65
FINNIFTY06AUG24C25600,48622,25600,2.25
FINNIFTY06AUG24C25650,48627,25650,1.95
FINNIFTY06AUG24C25700,48645,25700,1.65
FINNIFTY06AUG24C25750,48647,25750,1.45
FINNIFTY06AUG24C25800,48679,25800,1.25
FINNIFTY06AUG24C25850,48684,25850,1.05
FINNIFTY06AUG24C25900,48697,25900,0.9
